Banner Fund,Banner Fund Description,Worktag Type,MyDay ID,MyDay Description,"Related Fund
(expense)","Related Fund Description
(expense)","Related Fund
(revenue)","Related Fund Description
(revenue)","Related
Cost Center","Related
Cost Center Description",Related Program Code,Related Program Code Description
62720,Osher Reentry Scholarship_NSGS,Gift,GF62720,Osher Reentry Scholarship_NSGS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15200,Dean's Office - SUS,null, 
62722,Osher Reentry Scholarship_NSGS,Gift,GF62720,Osher Reentry Scholarship_NSGS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC15200,Dean's Office - SUS,null, 
62730,James Love Scholar for Theater_DR,Gift,GF62730,James Love Scholar for Theater_DR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC50400,Graduate Program Administration - Drama,null, 
62732,James Love Scholar for Theater_DR,Gift,GF62730,James Love Scholar for Theater_DR,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC50400,Graduate Program Administration - Drama,null, 
62740,Ralph T Walker Endowment Fund,Gift,GF62740,Ralph T Walker Endowment Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC65204,University Wide Shared Program Admin,null, 
62742,Ralph T Walker Endowment Fund,Gift,GF62740,Ralph T Walker Endowment Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC65204,University Wide Shared Program Admin,null, 
62750,Natalie G Risback Piano Schol MA,Gift,GF62750,Natalie G Risbeck Piano Schol MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62752,Natalie G Risbeck Piano Schol MA,Gift,GF62750,Natalie G Risbeck Piano Schol MA,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62760,Reed Krakoff Coach Endow Fund_PS,Gift,GF62760,Reed Krakoff Coach Endow Fund_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,PG3700,Academic Support
62762,Reed Krakoff Coach Endow Fund_PS,Gift,GF62760,Reed Krakoff Coach Endow Fund_PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10510,School of Fashion: Program Admin Budget,PG3700,Academic Support
62770,Tishman-Kerrey Scholarship,Gift,GF62770,Tishman-Kerrey Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC72302,President Emeritus,null, 
62772,Tishman-Kerrey Scholarship,Gift,GF62770,Tishman-Kerrey Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC72302,President Emeritus,null, 
62780,Johnston-Kerrey Scholarship,Gift,GF62780,Johnston-Kerrey Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC72302,President Emeritus,null, 
62782,Johnston-Kerrey Scholarship,Gift,GF62780,Johnston-Kerrey Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC72302,President Emeritus,null, 
62790,Kerrey Scholarship,Gift,GF62790,Kerrey Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC72302,President Emeritus,null, 
62792,Kerrey Scholarship,Gift,GF62790,Kerrey Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC72302,President Emeritus,null, 
62800,Joel Lester Program Fund_MA,Gift,GF62800,Joel Lester Program Fund_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62802,Joel Lester Program Fund_MA,Gift,GF62800,Joel Lester Program Fund_MA,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62810,O & F Walter Endowed Concert Series,Gift,GF62810,O & F Walter Endowed Concert Series,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45392,Community Outreach - Mannes,PG3851,Public Services
62812,O & F Walter Endowed Concert Series,Gift,GF62810,O & F Walter Endowed Concert Series,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45392,Community Outreach - Mannes,PG3851,Public Services
62820,M Adler Award Leadership in Debate,Gift,GF62820,M Adler Award Leadeship in Debate,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,PG3852,Sponsored Non-Research
62822,M Adler Award Leadeship in Debate,Gift,GF62820,M Adler Award Leadeship in Debate,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC25200,Tuition and Scholarship-General; LC,PG3852,Sponsored Non-Research
62830,The Cuker/Stern Endowment Fund_MA,Gift,GF62830,The Cuker/Stern Endowment Fund_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62832,The Cuker/Stern Endowment Fund_MA,Gift,GF62830,The Cuker/Stern Endowment Fund_MA,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62840,The Endowed Faculty Fund_E Lang,Gift,GF62840,The Endowed Faculty Fund_E Lang,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC30353,Humanities and Literature LA,PG3008,Instruction
62842,The Endowed Faculty Fund_E Lang,Gift,GF62840,The Endowed Faculty Fund_E Lang,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC30353,Humanities and Literature LA,PG3008,Instruction
62850,Eugene Lang Oppurtunity Award,Gift,GF62850,Eugene Lang Oppurtunity Award,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25200,Tuition and Scholarship-General; LC,PG3850,Sponsored Research & Programs
62852,Eugene Lang Oppurtunity Award,Gift,GF62850,Eugene Lang Oppurtunity Award,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC25200,Tuition and Scholarship-General; LC,PG3850,Sponsored Research & Programs
62860,T Gunn/Liz Claiborne Scholarship_PS,Gift,GF62860,T Gunn/Liz Claiborne Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10204,Fashion Design PS BFA,null, 
62862,T Gunn/Liz Claiborne Scholarship_PS,Gift,GF62860,T Gunn/Liz Claiborne Scholarship_PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10204,Fashion Design PS BFA,null, 
62870,Otto&Fran Walter Outreach Prg_MA,Gift,GF62870,Otto&Fran Walter Outreach Prg_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62872,Otto&Fran Walter Outreach Prg_MA,Gift,GF62870,Otto&Fran Walter Outreach Prg_MA,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62880,Charles Feltus Hazzard Jr Sch_PS,Gift,GF62880,Charles Feltus Hazzard Jr Sch_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
62882,Charles Feltus Hazzard Jr Sch_PS,Gift,GF62880,Charles Feltus Hazzard Jr Sch_PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10200,Scholarship PS BFA,null, 
62890,W Lerner Endowment Scholarship,Gift,GF62890,W Lerner Endowment Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
62892,W Lerner Endowment Scholarship,Gift,GF62890,W Lerner Endowment Scholarship,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
62900,Haus of Gaga Fund_PS Schl Pgm,Gift,GF62900,Haus of Gaga Fund_PS Schl Pgm,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10670,ESL + D,null, 
62902,Haus of Gaga Fund_PS Schl Pgm,Gift,GF62900,Haus of Gaga Fund_PS Schl Pgm,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10670,ESL + D,null, 
62910,R Milano Endow Schl Fd_MM,Gift,GF62910,R Milano Endow Schl Fd_MM,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC40001,Dean's Office - Milano,null, 
62912,R Milano Endow Schl Fd_MM,Gift,GF62910,R Milano Endow Schl Fd_MM,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC40001,Dean's Office - Milano,null, 
63000,Williams Phillips Endow Fellowship,Gift,GF63000,William Phillips Endow Fellowship_,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
63002,William Phillips Endow Fellowship_P,Gift,GF63000,William Phillips Endow Fellowship_P,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20400,Student Funding NSSR,null, 
63100,Kay Unger Parsons Scholars Prog,Gift,GF63100,Kay Unger Parsons Scholars Prog,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10670,ESL + D,PG3852,Sponsored Non-Research
63102,Kay Unger Parsons Scholars Prog,Gift,GF63100,Kay Unger Parsons Scholars Prog,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10670,ESL + D,PG3852,Sponsored Non-Research
63110,The Bobbie Braun Endowed Sch_PS,Gift,GF63110,The Bobbie Braun Endowed Sch_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
63112,The Bobbie Braun Endowed Sch_PS,Gift,GF63110,The Bobbie Braun Endowed Sch_PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10200,Scholarship PS BFA,null, 
63120,H Arnhold Migration & Mobility,Gift,GF63120,H Arnhold Migration & Mobility Leader,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20502,Migration Ethnicity & Ctznshp Cntr,PG3852,Sponsored Non-Research
63122,H Arnhold Migration & Mobility,Gift,GF63120,H Arnhold Migration & Mobility,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC20502,Migration Ethnicity & Ctznshp Cntr,null, 
63130,Ernst C Stiefel Scholarship Fund,Gift,GF63130,Ernst C Stiefel Scholarship Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
63132,Ernst C Stiefel Scholarship Fund,Gift,GF63130,Ernst C Stiefel Scholarship Fund,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45200,College Division,null, 
63140,Dr Liu Piano Master Class Fund_MA,Gift,GF63140,Dr Liu Piano Master Class Fund_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45300,Master Classes - Mannes,PG3852,Sponsored Non-Research
63142,Dr Liu Piano Master Class Fund_MA,Gift,GF63140,Dr Liu Piano Master Class Fund_MA,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC45300,Master Classes - Mannes,null, 
63152,Yabu Pushelberg Endow Schol Fund,Gift,GF63150,Yabu Pushelberg Endowment Scholarship Fund_PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10520,School of Constructed Environments: Program Admin Budget,null, 
63162,The Mohn Family Professorship Endow,Gift,GF63160,The Mohn Family Professorship Endowment; LC,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC25244,Science Technology and Society LC,null, 
65000,Charles Evans Fashion Dsgn Schol_PS,Gift,GF65000,Charles Evans Fashion Dsgn Schol_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10001,Dean's Office PS,null, 
65002,Charles Evans Fashion Dsgn Schol_PS,Gift,GF65000,Charles Evans Fashion Dsgn Schol_PS,FN01,Unrestricted operating fund,FN06,Permanently restricted,CC10001,Dean's Office PS,null, 
71000,Life Estate Malcolm Smith,Gift,GF71000,Life Estate Malcolm Smith,FN01,Unrestricted operating fund,FN13,Annuity and life income fund,CC80210,Annuity and Life Income,null, 
73000,Pooled Life Income Fund,Gift,GF73000,Pooled Life Income Fund,FN01,Unrestricted operating fund,FN13,Annuity and life income fund,CC80210,Annuity and Life Income,null, 
75000,Split-Interest Agreements,Gift,GF75000,Split-Interest Agreements,FN01,Unrestricted operating fund,FN13,Annuity and life income fund,CC80210,Annuity and Life Income,null, 
75010,Split-Interest Agreements TR,Gift,GF75010,Split-Interest Agreements,FN01,Unrestricted operating fund,FN13,Annuity and life income fund,CC80210,Annuity and Life Income,null, 
77000,Temporarily Restricted Pooled,Gift,GF77000,Temporarily Restricted Pooled,FN01,Unrestricted operating fund,FN13,Annuity and life income fund,CC80210,Annuity and Life Income,null, 
81001,Student Senate,Fund,FN01,Unrestricted operating fund,FN01,Unrestricted operating fund,FN01,Unrestricted operating fund,null, ,null, 
81002,Student Health Insurance Pass Throu,Fund,FN01,Unrestricted operating fund,FN01,Unrestricted operating fund,FN01,Unrestricted operating fund,null, ,null, 
91019,Building Fund Mannes,Gift,GF91019,Building Fund Mannes,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91019,Building Fund Mannes,Project,PJ91019,Building Fund Mannes,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91041,Technology Improvement Fund,Project,PJ91041,Technology Improvement Fund,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84353,Technology Capital,PG6500,Operation and Maintenance of Plant
91079,Parsons Johnson Foundation,Gift,GF91079,Parsons Johnson Foundation,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91079,Parsons Johnson Foundation,Project,PJ91079,Parsons Johnson Foundation,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91084,79 Fifth Avenue,Project,PJ91084,79 Fifth Avenue,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91110,Wireless Software Delivery Fund,Project,PJ91110,Wireless Software Delivery Fund,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91178,Infrastructure 2 W. 13th St,Project,PJ91178,Infrastructure 2 W. 13th St,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91193,Feasibility Studies 2011,Project,PJ91193,Feasibility Studies 2011,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91194,Code Compliance 2W 13th,Project,PJ91194,Code Compliance 2W 13th,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91197,Exterior Waterproofing University W,Project,PJ91197,Exterior Waterproofing University W,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91227,Renovation to 79 Fifth Ave; 16th Fl,Project,PJ91227,Renovation to 79 Fifth Ave; 16th Fl,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91228,Elevator Repairs Campus Wide,Project,PJ91228,Elevator Repairs Campus Wide,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91234,Social Spaces Study_Campus Wide,Project,PJ91234,Social Spaces Study_Campus Wide,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91244,University Center Design,Project,PJ91244,University Center Design,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91247,University Center Construction,Project,PJ91247,University Center Construction,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91248,University Center - TNS Funds,Project,PJ91248,University Center - TNS Funds,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91249,Replacement Boiler 72 5th Ave,Project,PJ91249,Replacement Boiler 72 5th Ave,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91259,New Floor at 79 5th Avenue,Project,PJ91259,New Floor at 79 5th Avenue,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91265,Capital Contingency,Project,PJ91265,Capital Contingency,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91271,Parsons Paris Program - Furniture,Project,PJ91271,Parsons Paris Program - Furniture,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91272,IT Data Warehouse Project,Project,PJ91272,IT Data Warehouse Project,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84353,Technology Capital,PG6500,Operation and Maintenance of Plant
91274,Budget Development & Reporting Sys,Project,PJ91274,Budget Development & Reporting Sys,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84353,Technology Capital,PG6500,Operation and Maintenance of Plant
91289,Sprinkler Sys Improv: 2 W 13th St,Project,PJ91289,Sprinkler Sys Improv: 2 W 13th St,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91293,New Facilities Management Software,Project,PJ91293,New Facilities Management Software,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84353,Technology Capital,PG6500,Operation and Maintenance of Plant
91295,Replace Mech Equip 66 W12th St,Project,PJ91295,Replace Mech Equip 66 W12th St,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91298,Capital Budget Unallocated,Project,PJ91298,Capital Budget Unallocated,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91300,Parsons Backfill Renov:2W&25E 13St,Project,PJ91300,Parsons Backfill Renov:2W&25E 13St,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
91301,Backfill Proj Add'l Flrs at 79 5th,Project,PJ91301,Backfill Proj Add'l Flrs at 79 5th,FN01,Unrestricted operating fund,FN14,Capital project fund,CC84350,Capital Construction,PG6500,Operation and Maintenance of Plant
